Description,Quantity,TotalPrice,Price,NumInvoices,Cluster_KMeans,PCA1,PCA2,Cluster_GMM_Spherical,Cluster_DBSCAN_Best,Cluster_Label
s/6 paper boxes curious images,30,101.7,3.39,1,0,-1.9399245209700255,0.20397981226505674,0,0,Produits Dormants
s/6 paper boxes romantic images,5,21.25,4.25,5,0,-2.4689833609519685,0.43275793433826454,0,0,Produits Dormants
s/6 pink easter decs in box,55,46.75,0.85,7,0,-1.2767344381559216,-1.1225351822815615,0,0,Produits Dormants
s/6 sew on crochet flowers,98,122.5,1.25,14,3,-0.5872761339802585,-0.7125773318322712,3,0,Produits de rotation moyenne
s/6 silver ornamenetal candle,63,53.55,0.8499999999999999,12,3,-0.9940663866993449,-1.0867914430910635,0,0,Produits de rotation moyenne
s/6 wooden skittles in cotton bag,1421,4015.61,3.0822099447513813,163,1,2.1677460632186767,0.5673720186565205,1,0,Produits star/Best-Sellers
s/60 pink fluffy chicks in box,29,73.95,2.55,8,0,-1.3842209101451395,-0.05990411137577882,0,0,Produits Dormants
salle de bain hook,840,1050.48,1.250353982300885,107,1,1.5268099080422812,-0.46447483903703374,1,0,Produits star/Best-Sellers
salt and pepper shakers toadstools,48,60.0,1.25,4,0,-1.4699205456010171,-0.819539678189274,0,0,Produits Dormants
sandalwood fan,1868,1267.8,0.8299999999999998,76,1,1.7154607101972486,-0.8228998136711679,1,0,Produits star/Best-Sellers
sandalwood incense in tin,12,15.0,1.25,4,0,-2.274264571269118,-0.9060676614843207,0,0,Produits Dormants
sandwich bath sponge,1423,1740.75,1.248503937007874,108,1,1.841921672264113,-0.4349777227589677,1,0,Produits star/Best-Sellers
save the planet cotton tote bag,650,1456.5,2.24645390070922,133,1,1.5791934656376319,0.14401998837324761,1,0,Produits star/Best-Sellers
save the planet mug,4031,4560.11,1.2769924812030076,237,1,2.7692953978286514,-0.319148696705006,1,0,Produits star/Best-Sellers
savoy art deco clock,153,1299.95,10.666363636363636,53,2,0.5232918456533556,2.0277293997917125,2,0,Produits Premium
scallop shell soap dish,38,79.8,2.1,6,0,-1.3651853273172119,-0.2794157505862856,0,0,Produits Dormants
scandinavian 3 hearts napkin ring,696,190.20000000000002,0.31545454545454543,30,3,0.5189464168067733,-1.549398799718463,3,0,Produits de rotation moyenne
scandinavian paisley picnic bag,1875,3890.87,2.2109661835748793,199,1,2.363273578800131,0.20641081620640533,1,0,Produits star/Best-Sellers
scandinavian reds ribbons,2684,3324.62,1.2640694006309148,284,1,2.627673362288101,-0.3286927920609816,1,0,Produits star/Best-Sellers
scented candle in digitalis tin,107,224.70000000000002,2.1,13,3,-0.4590964925659824,-0.17406164972688712,3,0,Produits de rotation moyenne
scented velvet lounge candle,2407,1019.0600000000001,0.67,33,3,1.3988418743983189,-1.057316396160052,1,0,Produits de rotation moyenne
school desk and chair,4,260.0,65.0,3,2,-2.361533226549294,4.412021717898352,2,-1,Produits Premium
scottie dogs baby bib,957,430.09,0.6909302325581396,41,3,0.9469536854017465,-1.0770328128580462,3,0,Produits de rotation moyenne
scotties childrens apron,220,324.6,1.6403030303030302,28,3,0.19615072392343713,-0.37074734616071353,3,0,Produits de rotation moyenne
scotties des child's apron,83,136.95,1.65,27,3,-0.369679570846563,-0.41206957234236175,3,0,Produits de rotation moyenne
scotties design baby bib,34,42.5,1.25,7,0,-1.4777676691179982,-0.8148739762359178,0,0,Produits Dormants
scotties design child's overall,25,52.5,2.1,9,0,-1.463459949166119,-0.28634549709144114,0,0,Produits Dormants
scotties design washbag,148,288.59999999999997,1.9500000000000002,36,3,0.1259665672469805,-0.1808267411671233,3,0,Produits de rotation moyenne
scotts roses tile coaster,36,45.0,1.25,5,0,-1.563940396495712,-0.8274412541563552,0,0,Produits Dormants
sculpted round ivory candle,6,1.26,0.21,1,0,-3.3355340722778153,-2.0899959920968607,0,0,Produits Dormants
seagrass s/2 corner laundry,2,20.0,10.0,1,0,-3.2740510586051794,1.477771936226984,0,0,Produits Dormants
seagrass s/3 squ laundry box,11,110.0,10.0,1,0,-2.3519781047467143,1.6104602785926905,0,0,Produits Dormants
seaside flying disc,321,400.32,1.307179487179487,37,3,0.5072179835243373,-0.5495525436053051,3,0,Produits de rotation moyenne
seaside frisbee,118,147.5,1.25,10,3,-0.6052811247330988,-0.7182023343171994,3,0,Produits de rotation moyenne
seaside stripe hammock,58,449.1,7.912962962962963,27,2,-0.31548102562921854,1.531147772226296,2,0,Produits Premium
set 10 lights night owl,598,3878.1,6.703623188405797,127,1,1.690574082818723,1.531507419321654,1,0,Produits star/Best-Sellers
set 10 night owl lights,137,886.35,6.706756756756757,35,2,0.27401256448322586,1.3659511790607637,2,0,Produits Premium
set 12 colour pencils doiley,16,10.4,0.65,1,0,-2.6280268008002547,-1.4770803306289673,0,0,Produits Dormants
set 12 colour pencils dolly girl,768,499.2,0.65,71,3,1.155727673949661,-1.0371744080315302,3,0,Produits de rotation moyenne
set 12 colour pencils love london,355,230.75,0.65,45,3,0.5045533002999939,-1.1113935154582404,3,0,Produits de rotation moyenne
set 12 colour pencils spaceboy,989,642.85,0.65,94,1,1.4235947355718916,-1.005493922872465,1,0,Produits star/Best-Sellers
set 12 colouring pencils doiley,1,0.65,0.65,1,0,-3.8562226708605545,-1.5808754373015028,0,0,Produits Dormants
set 12 colouring pencils doily,988,603.8,0.6481818181818182,54,3,1.1767038090524058,-1.0475904388406732,3,0,Produits de rotation moyenne
set 12 kids  white chalk sticks,3422,1403.5,0.4218471337579618,151,1,2.2519281665638453,-1.1841970378784208,1,0,Produits star/Best-Sellers
set 12 kids colour  chalk sticks,5752,2337.35,0.42244274809160304,243,1,2.759443403367516,-1.1253545208558384,1,0,Produits star/Best-Sellers
set 12 lavender  botanical t-lights,665,1860.9500000000003,2.9289473684210527,89,1,1.4632809153709847,0.4292565827804164,1,0,Produits star/Best-Sellers
set 12 pear botanical t-lights,223,636.2500000000001,2.9333333333333336,43,3,0.5127380071839639,0.32382062690260843,3,0,Produits de rotation moyenne
set 12 retro white chalk sticks,4040,1644.53,0.42430434782608695,212,1,2.490007631827177,-1.1533926883742265,1,0,Produits star/Best-Sellers
set 12 vintage doily chalk,709,297.78,0.42,47,3,0.8304371964006838,-1.3472385912881917,3,0,Produits de rotation moyenne
set 12 wildflower botanical t-light,293,823.5500000000001,2.923333333333334,45,3,0.6914383369770062,0.33780638101802984,3,0,Produits de rotation moyenne
set 2 pantry design tea towels,791,2504.55,3.2328358208955223,133,1,1.759016378696087,0.588065273623161,1,0,Produits star/Best-Sellers
set 2 tea towels i love london,1871,5544.650000000001,3.064285714285714,204,1,2.4419454285024997,0.5987660586847352,1,0,Produits star/Best-Sellers
set 20 napkins fairy cakes design,1927,1515.31,0.8553645833333333,175,1,2.1212531232192484,-0.7315994880106282,1,0,Produits star/Best-Sellers
set 3 jardin de femme scent candles,48,60.0,1.25,2,0,-1.6826582830086514,-0.8482424556052637,0,0,Produits Dormants
set 3 paper vintage chick paper egg,597,1684.3500000000001,2.9286666666666665,74,1,1.3248252973571042,0.41330980376252635,1,0,Produits star/Best-Sellers
"set 3 red spot tin tea,coffee,sugar",558,2585.7,4.887623762376238,100,1,1.492242469991921,1.0787693638983,1,0,Produits star/Best-Sellers
"set 3 retrospot tea,coffee,sugar",775,3564.65,4.889370078740158,114,1,1.7420680910150865,1.1063112349489939,1,0,Produits star/Best-Sellers
set 3 song bird paper eggs assorted,340,1000.6000000000001,2.9427272727272733,55,1,0.8761981758883555,0.37265491015396607,1,0,Produits star/Best-Sellers
set 3 wicker log baskets,213,3841.35,19.726119402985073,65,2,0.9402034945831917,2.9955475607965982,2,0,Produits Premium
set 3 wicker oval baskets w lids,115,1549.4699999999998,17.030526315789473,15,2,-0.0866360346174103,2.6322033126080493,2,0,Produits Premium
set 3 wicker storage baskets,72,1112.3999999999999,19.17222222222222,27,2,-0.11146334594193351,2.8143750004826638,2,0,Produits Premium
set 36 colour pencils doiley,16,20.0,1.25,1,0,-2.492824024615762,-0.9398431903832515,0,0,Produits Dormants
set 36 colour pencils dolly girl,429,511.93,1.24525,38,3,0.6837280045596704,-0.5752122231123846,3,0,Produits de rotation moyenne
set 36 colour pencils love london,233,291.25,1.25,36,3,0.3082727975718551,-0.6067384570162563,3,0,Produits de rotation moyenne
set 36 colour pencils spaceboy,511,614.4300000000001,1.2467796610169493,56,3,0.9493416313433937,-0.54056660572416,3,0,Produits de rotation moyenne
set 36 colouring pencils doiley,1,1.25,1.25,1,0,-3.8131290667087288,-1.0913070800752334,0,0,Produits Dormants
set 36 colouring pencils doily,485,581.9300000000001,1.2454761904761906,40,3,0.7801142431011527,-0.5635701610421392,3,0,Produits de rotation moyenne
set 4 easter decoupage oval boxes,4,11.8,2.9500000000000006,3,0,-2.8137735227012697,-0.06439916181995474,0,0,Produits Dormants
set 4 nursery des round boxes,1523,657.65,2.4241176470588237,17,3,0.7438722123334804,-0.09952020422861016,3,0,Produits de rotation moyenne
set 4 picnic cutlery blueberry,50,97.5,1.95,5,0,-1.2806651132912104,-0.352499082827332,0,0,Produits Dormants
set 4 picnic cutlery cherry,58,113.1,1.95,5,0,-1.1923188128321451,-0.34298844670501233,0,0,Produits Dormants
set 4 picnic cutlery fondant,34,66.3,1.95,3,0,-1.6781052344895107,-0.4000196866625308,0,0,Produits Dormants
set 4 valentine decoupage heart box,53,156.35000000000002,2.95,19,3,-0.6676515899621553,0.1984867050596367,3,0,Produits de rotation moyenne
set 40 heart shape petit four cases,1657,2538.85,1.6338709677419354,61,1,1.741240104840634,-0.19666899687551798,1,0,Produits star/Best-Sellers
set 5 mini doughnut fridge magnet,84,141.96,1.69,2,0,-1.287941202832735,-0.5117655139746161,0,0,Produits Dormants
set 6 football celebration candles,830,870.46,1.21,76,1,1.3278717070554593,-0.5378104562705631,1,0,Produits star/Best-Sellers
set 6 paper table lantern hearts,847,3082.41,3.7301724137931034,110,1,1.7458748922369696,0.7616539781099888,1,0,Produits star/Best-Sellers
set 6 paper table lantern stars,789,2864.91,3.7295555555555557,89,1,1.615090677807875,0.7447963352895226,1,0,Produits star/Best-Sellers
set 6 school milk bottles in crate,697,2489.91,3.7054285714285715,101,1,1.5883123826939947,0.734058380761931,1,0,Produits star/Best-Sellers
set 7 babushka nesting boxes,1840,13911.69,8.19313432835821,223,1,2.6190204501755288,1.9101143959060956,1,0,Produits star/Best-Sellers
set 8 candles vintage doiley,110,192.89999999999998,1.9000000000000001,6,3,-0.7749691846730037,-0.33437176942806396,3,0,Produits de rotation moyenne
set 8 candles vintage doily,328,618.0,1.9418918918918917,35,3,0.5831489984554933,-0.1408514685320689,3,0,Produits de rotation moyenne
set of 10 lanterns fairy light star,374,1472.1000000000001,4.140000000000001,36,1,0.8056368767595279,0.7780634050087325,2,0,Produits star/Best-Sellers
set of 10 led dolly lights,799,4549.48,6.130758620689655,144,1,1.8903494525531779,1.4267033425063866,1,0,Produits star/Best-Sellers
set of 12  vintage postcard set,670,695.8,1.4833333333333334,55,3,1.0436552618761363,-0.40533257101028564,3,0,Produits de rotation moyenne
set of 12 fairy cake baking cases,2759,2167.65,0.8250837988826816,176,1,2.342609651268818,-0.7318877975661081,1,0,Produits star/Best-Sellers
set of 12 fork candles,472,1268.08,2.838717948717949,39,1,0.9103151467981411,0.32233213799308863,1,0,Produits star/Best-Sellers
set of 12 lily botanical t-lights,236,696.2,2.95,56,3,0.6641436281295134,0.3532809187554371,3,0,Produits de rotation moyenne
set of 12 mini bunnies in a bucket,140,254.64000000000001,2.0672,24,3,-0.09842846217046887,-0.16207954261281776,3,0,Produits de rotation moyenne
set of 12 mini loaf baking cases,2375,1842.77,0.8237588652482268,135,1,2.1387533355014874,-0.75926790136893,1,0,Produits star/Best-Sellers
set of 12 rose botanical t-lights,751,2064.25,2.924025974025974,75,1,1.460920394247471,0.4229064135623445,1,0,Produits star/Best-Sellers
set of 12 t-lights vintage doiley,37,72.14999999999999,1.95,4,0,-1.53519831136334,-0.38205415387463587,0,0,Produits Dormants
set of 12 t-lights vintage doily,331,605.85,1.9153846153846152,26,3,0.46148320450889496,-0.17386946575529186,3,0,Produits de rotation moyenne
set of 16 vintage black cutlery,36,471.21,13.513125,16,2,-0.7289057465219511,2.247175482982242,2,0,Produits Premium
set of 16 vintage ivory cutlery,3,38.25,12.75,3,0,-2.7456475304586974,1.9054756679609344,0,0,Produits Dormants
set of 16 vintage pistachio cutlery,72,918.0,12.75,25,2,-0.13696608934054194,2.2355700011258506,2,0,Produits Premium
set of 16 vintage red cutlery,48,612.0,12.75,17,2,-0.5326354548870441,2.1884596739436395,2,0,Produits Premium
set of 16 vintage rose cutlery,70,849.3,12.664285714285715,18,2,-0.2985995890955631,2.199380996446851,2,0,Produits Premium
set of 16 vintage sky blue cutlery,53,675.75,12.75,16,2,-0.4972521901267383,2.1917328249561274,2,0,Produits Premium
set of 2 ceramic christmas reindeer,766,1030.87,1.5319354838709676,31,3,0.9673567974028348,-0.35968005907032485,3,0,Produits de rotation moyenne
set of 2 ceramic christmas trees,301,417.25,1.442,25,3,0.3332644538191052,-0.47761505351725264,3,0,Produits de rotation moyenne
set of 2 ceramic painted hearts,551,758.15,1.4416666666666667,46,3,0.941728614746331,-0.40714334012402426,3,0,Produits de rotation moyenne
set of 2 christmas decoupage candle,496,465.48,1.0070588235294118,46,3,0.7941765570509246,-0.7527232712984575,3,0,Produits de rotation moyenne
set of 2 fancy font tea towels,360,1062.0000000000002,2.95,75,1,1.0382348561218457,0.3964663128684434,1,0,Produits star/Best-Sellers
set of 2 round tins camembert,358,857.3800000000001,2.6998947368421056,90,1,1.0570631796006154,0.2803442114045469,1,0,Produits star/Best-Sellers
set of 2 round tins dutch cheese,304,657.0400000000001,2.707,75,1,0.8518655520920374,0.24625050847819258,1,0,Produits star/Best-Sellers
set of 2 tea towels apple and pears,899,2707.8300000000004,3.103625,148,1,1.8702883856380614,0.5502711506629735,1,0,Produits star/Best-Sellers
set of 2 tea towels ping microwave,118,249.39000000000001,2.3991304347826086,22,3,-0.20713430345218345,-0.008089666652947674,3,0,Produits de rotation moyenne
set of 2 tins jardin de provence,264,959.0,4.055494505494505,83,1,0.9155047362303596,0.765587867074229,1,0,Produits star/Best-Sellers
set of 2 tins vintage bathroom,264,1122.0,4.25,84,1,0.9621461594311241,0.8447164555822135,1,0,Produits star/Best-Sellers
set of 2 trays home sweet home,104,1034.8,9.95,56,2,0.3727445541935863,1.9409085599823777,2,0,Produits Premium
set of 2 wooden market crates,395,4723.05,12.565384615384616,114,2,1.48861377729508,2.399354272826443,2,0,Produits Premium
set of 20 kids cookie cutters,3518,6937.34,2.074275862068965,258,1,2.842295618866079,0.19126565519993305,1,0,Produits star/Best-Sellers
set of 20 vintage christmas napkins,6027,4854.15,0.8440930232558139,375,1,3.1337254146085827,-0.6210391291055074,1,0,Produits star/Best-Sellers
set of 3 babushka stacking tins,537,2607.75,4.933132530120481,73,1,1.3526281233163477,1.0771945520285164,1,0,Produits star/Best-Sellers
set of 3 bird l.blue feather,183,171.15,1.1540000000000001,24,3,-0.08125404396921551,-0.7518141578411606,3,0,Produits de rotation moyenne
set of 3 bird light pink feather,831,458.46999999999997,0.7029896907216494,87,3,1.2314076205037752,-1.0019283793959672,3,0,Produits de rotation moyenne
set of 3 black flying ducks,611,2462.35,4.576984126984128,58,1,1.2893969809249402,0.955276921384298,1,0,Produits star/Best-Sellers
set of 3 blue stripe basket,368,2765.9700000000003,12.539642857142857,28,2,0.7303853875126127,2.2411505797470093,2,0,Produits Premium
set of 3 butterfly cookie cutters,3724,4652.0,1.2928291316526612,340,1,2.9004629295599713,-0.2784434863203862,1,0,Produits star/Best-Sellers
set of 3 cake tins pantry design,2346,11043.18,4.938390022675737,438,1,2.9738357468757552,1.2677890048161227,1,0,Produits star/Best-Sellers
set of 3 cake tins sketchbook,543,2122.77,4.417964601769912,112,1,1.4844284904241298,0.9383528500396758,1,0,Produits star/Best-Sellers
set of 3 cases woodland design,402,2290.9,5.888144329896907,95,1,1.3104986154239593,1.3105710287054166,2,0,Produits star/Best-Sellers
set of 3 christmas briar candles,107,362.85,3.6966666666666668,13,2,-0.38235891799089194,0.49155281071723717,2,0,Produits Premium
set of 3 coloured  flying ducks,1462,6947.9,5.178000000000001,90,1,2.029445621884954,1.2068373064186289,1,0,Produits star/Best-Sellers
set of 3 coney island oval boxes,171,579.0,4.623529411764706,49,2,0.3988015799780938,0.8486836740044587,2,0,Produits Premium
set of 3 danish rose planters,37,157.25,4.25,12,2,-0.9973832184105097,0.612443035456277,2,0,Produits Premium
set of 3 gold flying ducks,230,706.5799999999999,4.771764705882353,32,2,0.36997571146835634,0.8658802581923299,2,0,Produits Premium
set of 3 hanging owls ollie beak,1935,2268.36,1.2810077519379846,122,1,2.0621997461286137,-0.3949404870543295,1,0,Produits star/Best-Sellers
set of 3 heart cookie cutters,3761,4786.63,1.2900505050505051,375,1,2.953030667959836,-0.2710899359110713,1,0,Produits star/Best-Sellers
set of 3 notebooks in parcel,3944,6167.639999999999,1.6578228782287823,238,1,2.831144140586801,-0.049395704058575275,1,0,Produits star/Best-Sellers
set of 3 pantry wooden spoons,90,112.5,1.25,10,3,-0.7673536412399774,-0.7354127391583759,3,0,Produits de rotation moyenne
set of 3 pink flying ducks,67,261.95,4.788461538461538,13,2,-0.6543357951793584,0.780655305669592,2,0,Produits Premium
set of 3 rabbit carrots easter,12,10.2,0.85,4,0,-2.35074839471287,-1.2405504713904152,0,0,Produits Dormants
set of 3 rabbit egg easter,19,16.15,0.85,5,0,-2.0162539698272983,-1.203545821531072,0,0,Produits Dormants
set of 3 red stripe baskets,268,2068.19,12.531851851851853,27,2,0.5328971655624931,2.2222199584204474,2,0,Produits Premium
set of 3 regency cake tins,1800,8336.48,4.925111111111111,270,1,2.6084917911435603,1.218008002368522,1,0,Produits star/Best-Sellers
set of 3 silver flying ducks,82,256.7,4.75,11,2,-0.6643324648877323,0.7404640737084018,2,0,Produits Premium
set of 3 vintage tea time boxes,102,258.3,3.726923076923077,12,2,-0.5321366197265961,0.4473015777780091,2,0,Produits Premium
set of 3 wicker basket rose,2,49.9,24.95,2,2,-2.9776521404982734,2.859602424933488,2,-1,Produits Premium
set of 3 wicker basket tea and cake,4,99.8,24.95,3,2,-2.4967151500145985,2.935715359607355,2,0,Produits Premium
set of 3 wooden heart decorations,1292,1654.61,1.3194771241830066,133,1,1.8784925712848206,-0.37815233454299163,1,0,Produits star/Best-Sellers
set of 3 wooden sleigh decorations,677,869.28,1.3237373737373739,94,1,1.3460505166015484,-0.4357020807254106,1,0,Produits star/Best-Sellers
set of 3 wooden stocking decoration,690,887.75,1.3201980198019803,95,1,1.3627446946781767,-0.43574717033600635,1,0,Produits star/Best-Sellers
set of 3 wooden tree decorations,557,718.19,1.3409574468085106,85,1,1.1870538012251937,-0.44259797149618324,1,0,Produits star/Best-Sellers
set of 36 dinosaur paper doilies,323,468.34999999999997,1.45,47,3,0.6442575082015877,-0.42690658288914557,3,0,Produits de rotation moyenne
set of 36 doilies pantry design,794,1152.77,1.469864864864865,73,1,1.3654967060295664,-0.3335150762374793,1,0,Produits star/Best-Sellers
set of 36 doilies spaceboy design,341,465.65,1.4433333333333331,29,3,0.4632836908866393,-0.4632165483139228,3,0,Produits de rotation moyenne
set of 36 doilies vintage christmas,12,17.4,1.45,1,0,-2.627306639060924,-0.8144799699019035,0,0,Produits Dormants
set of 36 dolly girl paper doilies,13,18.849999999999998,1.45,2,0,-2.4131839350978215,-0.786688966148816,0,0,Produits Dormants
set of 36 mushroom paper doilies,580,812.1999999999999,1.4471014492753622,68,1,1.1375461150431687,-0.3763571438253459,1,0,Produits star/Best-Sellers
set of 36 paisley flower doilies,2598,3663.66,1.467085201793722,221,1,2.5293221395026477,-0.2023238501886447,1,0,Produits star/Best-Sellers
set of 36 pantry paper doilies,20,30.47,1.6133333333333333,9,0,-1.6608981021473352,-0.592732724506275,0,0,Produits Dormants
set of 36 silver paper doilies,175,253.74999999999997,1.45,32,3,0.11963697680338535,-0.48705228934057193,3,0,Produits de rotation moyenne
set of 36 spaceboy paper doilies,42,60.89999999999999,1.45,4,0,-1.5185169272576788,-0.683933991391386,0,0,Produits Dormants
set of 36 teatime paper doilies,3467,4858.759999999999,1.4571851851851851,263,1,2.7743553903983083,-0.18086257087513383,1,0,Produits star/Best-Sellers
set of 4 black lovebird coasters,117,114.27000000000001,1.0286666666666666,14,3,-0.5388754451125781,-0.8871645426756182,3,0,Produits de rotation moyenne
set of 4 carousel placemats,80,108.56,2.066,5,0,-1.1169889977074845,-0.32465312110873606,0,0,Produits Dormants
set of 4 diamond napkin rings,261,1606.75,9.603658536585366,41,2,0.6574416939795674,1.8612510433857765,2,0,Produits Premium
set of 4 dotty placemats,11,41.25,3.75,4,0,-2.125700218770455,0.3164311867533304,0,0,Produits Dormants
set of 4 english rose coasters,930,1159.91,1.2572857142857143,132,1,1.6735568124520488,-0.4423387117038205,1,0,Produits star/Best-Sellers
set of 4 english rose placemats,422,1505.7,3.7173469387755103,95,1,1.2597739450292165,0.701967775062365,1,0,Produits star/Best-Sellers
set of 4 fairy cake placemats,507,1267.85,3.4479797979797984,81,1,1.2057853993249108,0.565058974897336,1,0,Produits star/Best-Sellers
set of 4 fairy cakes coasters,691,782.05,1.2246666666666666,40,3,0.9771180023787954,-0.5634602797415347,3,0,Produits de rotation moyenne
set of 4 green carousel coasters,115,51.55,0.5125,4,3,-1.1929284771455844,-1.4887014227129927,0,0,Produits de rotation moyenne
set of 4 jam jar magnets,991,2019.88,2.0726595744680854,86,1,1.6338339390132204,0.05355516717968472,1,0,Produits star/Best-Sellers
set of 4 knick knack tins  doiley,6,24.9,4.15,1,0,-2.8309417374794017,0.353205859633714,0,0,Produits Dormants
set of 4 knick knack tins doiley,569,2246.15,4.135714285714286,55,1,1.2321858831425294,0.8274675942813378,1,0,Produits star/Best-Sellers
set of 4 knick knack tins doily,781,3183.5499999999997,4.1404000000000005,121,1,1.7571061178122436,0.8978453527815327,1,0,Produits star/Best-Sellers
set of 4 knick knack tins leaf,250,1037.5,4.15,50,2,0.7125319745537649,0.7814443628867795,2,0,Produits Premium
set of 4 knick knack tins leaves,67,277.65,4.121428571428572,14,2,-0.5873569346778396,0.6198727028172036,2,0,Produits Premium
set of 4 knick knack tins london,549,2220.75,4.1360465116279075,83,1,1.3869340433239854,0.8519210693250746,1,0,Produits star/Best-Sellers
set of 4 knick knack tins poppies,311,1125.6499999999999,3.629166666666667,69,1,0.9518805637728417,0.6401632084342835,1,0,Produits star/Best-Sellers
set of 4 napkin charms 3 keys,141,283.87,2.3899999999999997,29,3,-0.003984080613907469,0.006744088275291005,3,0,Produits de rotation moyenne
set of 4 napkin charms crowns,164,268.76,2.154516129032258,27,3,0.007268356162030585,-0.12220945134728316,3,0,Produits de rotation moyenne
set of 4 napkin charms cutlery,575,1408.65,2.537142857142857,92,1,1.3661238592479812,0.25156252623003833,1,0,Produits star/Best-Sellers
set of 4 napkin charms hearts,678,1535.78,2.4069369369369364,103,1,1.4943107043171777,0.20270208549297933,1,0,Produits star/Best-Sellers
set of 4 napkin charms instrument,104,259.92,2.473478260869565,22,3,-0.2353495114976396,0.04100962486871675,3,0,Produits de rotation moyenne
set of 4 napkin charms leaves,162,330.38,2.11,29,3,0.09776131576817552,-0.10475148111624288,3,0,Produits de rotation moyenne
set of 4 napkin charms stars,393,863.45,2.2812727272727273,51,1,0.8739123407304403,0.07071216221990267,3,0,Produits star/Best-Sellers
set of 4 new england coasters,28,35.0,1.25,13,0,-1.3585763257662895,-0.7956251768800384,0,0,Produits Dormants
set of 4 new england placemats,32,120.0,3.75,14,2,-1.045180547193638,0.44918307940314256,0,0,Produits Premium
set of 4 pantry jelly moulds,4332,5213.06,1.2566201117318436,346,1,2.9902070075349103,-0.29633276256113744,1,0,Produits star/Best-Sellers
set of 4 pastel stacking mugs,2,5.1,2.55,2,0,-3.294572920937933,-0.30129302244924144,0,0,Produits Dormants
set of 4 pistachio lovebird coaster,162,156.68,1.2573333333333332,15,3,-0.33787211016547564,-0.7128001359399754,3,0,Produits de rotation moyenne
set of 4 polkadot coasters,63,79.96,1.3026086956521739,21,3,-0.6906660122892765,-0.6838803788989449,3,0,Produits de rotation moyenne
set of 4 polkadot placemats,60,205.8,3.7078947368421056,18,2,-0.5984490231685857,0.47662193035010825,2,0,Produits Premium
set of 4 polkadots coasters,57,67.45,1.2353846153846153,13,3,-0.9546142528626564,-0.7686365369508276,0,0,Produits de rotation moyenne
set of 4 rose botanical candles,329,526.25,2.1,46,3,0.6371985494861251,-0.07725079280701644,3,0,Produits de rotation moyenne
set of 4 santa place settings,528,639.84,1.2441666666666666,36,3,0.791672530590473,-0.5631791245271875,3,0,Produits de rotation moyenne
set of 5 lucky cat magnets,822,1704.8700000000001,2.1291891891891894,74,1,1.4615486268887057,0.0619208333747797,1,0,Produits star/Best-Sellers
set of 5 mini grocery magnets,645,1327.8,2.073783783783784,72,1,1.3047843826876668,0.018362310647177315,1,0,Produits star/Best-Sellers
set of 5 pancake day magnets,904,1866.52,2.074102564102564,75,1,1.5260013586325,0.04280527794423481,1,0,Produits star/Best-Sellers
set of 6 3d kit cards for kids,1341,1114.6499999999999,0.8481896551724138,98,1,1.6805935488524055,-0.7837708402518534,1,0,Produits star/Best-Sellers
set of 6 cake chopsticks,1306,1450.38,1.2916326530612245,46,1,1.4070739454448318,-0.4760566681546024,1,0,Produits star/Best-Sellers
set of 6 funky beakers,208,624.96,3.089672131147541,57,3,0.5951833977530961,0.39841690390923806,3,0,Produits de rotation moyenne
set of 6 girls celebration candles,723,778.47,1.2192941176470589,78,1,1.2627039152226502,-0.5350455683854765,1,0,Produits star/Best-Sellers
set of 6 halloween ghost t-lights,506,212.51999999999998,0.42,30,3,0.44534193424887947,-1.3931833209629845,3,0,Produits de rotation moyenne
set of 6 heart chopsticks,437,547.74,1.3005882352941176,63,3,0.9120834912470065,-0.5038557783467205,3,0,Produits de rotation moyenne
set of 6 herb tins sketchbook,549,1759.0500000000002,3.486111111111111,105,1,1.435105034074952,0.6359516326943161,1,0,Produits star/Best-Sellers
set of 6 ice cream skittles,78,230.10000000000002,2.95,10,3,-0.6857939036522848,0.1898073030670432,3,0,Produits de rotation moyenne
set of 6 kashmir folkart baubles,415,1121.55,3.4973684210526317,67,1,1.0290529411507796,0.5697128670078498,1,0,Produits star/Best-Sellers
set of 6 nativity magnets,949,1897.27,2.171774193548387,57,1,1.4276320724687728,0.07002727987995683,1,0,Produits star/Best-Sellers
set of 6 ribbons country style,117,314.13,2.8536363636363635,10,3,-0.4673912871616486,0.1659154161537711,3,0,Produits de rotation moyenne
set of 6 ribbons party,116,311.24,2.8455555555555554,9,3,-0.5120846648550331,0.15692460527147667,3,0,Produits de rotation moyenne
set of 6 ribbons perfectly pretty,211,585.79,2.874615384615385,25,3,0.2545243027923201,0.26503858699165334,3,0,Produits de rotation moyenne
set of 6 ribbons vintage christmas,3910,9100.539999999999,2.734917355371901,230,1,2.8765919951831,0.4942592339937537,1,0,Produits star/Best-Sellers
set of 6 snack loaf baking cases,1660,1293.32,0.825,106,1,1.8239653117725743,-0.7939739901256401,1,0,Produits star/Best-Sellers
set of 6 soldier skittles,1912,6965.09,3.792666666666667,235,1,2.5492904932969336,0.8748518925158995,1,0,Produits star/Best-Sellers
set of 6 spice tins pantry design,1859,6899.05,3.9186346863468637,265,1,2.5835146023966122,0.9195648703363892,1,0,Produits star/Best-Sellers
set of 6 strawberry chopsticks,1460,1636.97,1.2614285714285713,52,1,1.5294844280388507,-0.47951918232298624,1,0,Produits star/Best-Sellers
set of 6 t-lights cacti,426,1045.18,2.6857142857142855,33,3,0.7598677348636023,0.23451488133811949,3,0,Produits de rotation moyenne
